x,y,videoTime,classification
1258.82,722.18,60.099276,SP
1233.61,718.85,60.131759,SP
1213.54,702.66,60.173495,SP
1221.16,726.34,60.20456,SP
1198.6,707.99,60.243252,SP
1198.57,691.44,60.273229,SP
1200.0,686.26,60.314812,SP
1161.33,683.17,60.343336,SP
1169.91,685.82,60.380493,SP
1168.84,680.26,60.408723,SP
1140.93,671.87,60.447902,SP
1123.47,673.24,60.485426,SP
1113.96,672.85,60.516539,SP
1114.27,672.85,60.551449,SP
1114.41,698.65,60.590527,SP
1101.79,654.41,60.624007,SP
1092.56,683.96,60.668198,SP
1085.64,709.63,60.707002,SP
1080.71,732.41,60.734751,SP
1077.1,738.22,60.769576,SP
1058.22,721.45,60.809674,SP
1017.45,729.66,60.844173,SP
985.42,723.19,60.881784,SP
963.97,661.31,60.911589,SP
959.37,677.46,60.952119,SP
956.72,581.44,60.981361,SP
941.47,505.14,61.018114,SP
933.27,471.39,61.059248,SP
919.0,519.93,61.089943,SP
913.54,549.25,61.121536,SP
898.25,579.9,61.159996,SP
919.96,602.08,61.201988,SP
924.1,614.76,61.227514,SP
915.34,604.2,61.262033,SP
930.44,597.56,61.294449,SP
922.02,619.03,61.334893,SP
901.77,646.17,61.367786,SP
924.23,638.51,61.403438,SP
915.87,613.62,61.430757,SP
883.13,619.45,61.473107,SP
876.22,610.03,61.495859,SP
818.17,583.94,61.535722,SP
812.5,545.17,61.570092,SP
836.51,461.02,61.596342,SP
864.65,366.38,61.637417,SP
862.62,387.08,61.662116,SP
865.75,399.77,61.70016,SP
872.6,443.03,61.725091,SP
893.98,463.89,61.763631,SP
903.67,444.05,61.795899,SP
923.67,426.72,61.832991,SP
936.96,394.78,61.85385,SP
947.2,331.28,61.890533,SP
945.59,354.23,61.926606,SP
943.33,395.59,61.950637,SP
944.29,463.65,61.985508,SP
934.39,492.3,62.014012,SP
924.49,573.57,62.056883,SP
927.91,580.1,62.092231,SP
929.47,630.16,62.148824,SP
928.39,674.93,62.191172,SP
948.63,703.55,62.223054,SP
940.24,724.6,62.257057,SP
948.4,728.07,62.28893,SP
937.14,715.69,62.328018,SP
954.08,690.89,62.364646,SP
975.28,654.14,62.392912,SP
957.62,595.53,62.423979,SP
932.79,575.06,62.459867,SP
964.75,550.14,62.496318,SP
970.53,530.84,62.526546,SP
978.67,470.46,62.563435,SP
973.07,524.18,62.594584,SP
951.47,550.73,62.636751,SP
957.98,532.34,62.666145,SP
950.2,574.29,62.706227,SP
969.4,556.55,62.734555,SP
950.82,593.62,62.774054,SP
974.38,592.2,62.803593,SP
972.27,556.78,62.845313,SP
973.13,595.28,62.879034,SP
956.62,640.35,62.921088,SP
950.57,628.16,62.970132,SP
915.11,636.29,63.009308,SP
905.44,661.75,63.043766,SP
912.39,658.71,63.087145,SP
932.52,663.22,63.123223,SP
928.28,691.69,63.152974,SP
958.85,654.54,63.19613,SP
956.9,635.53,63.228901,SP
996.43,653.34,63.272014,SP
1006.22,612.55,63.305912,SP
1003.83,618.47,63.35012,SP
1011.67,619.69,63.377986,SP
979.97,635.39,63.422751,SP
949.31,663.02,63.45339,SP
941.13,663.19,63.493819,SP
889.12,695.84,63.517595,SP
883.69,710.37,63.556858,SP
866.63,719.48,63.590092,SP
863.15,700.01,63.632588,SP
879.49,725.6,63.656979,SP
831.72,694.45,63.703886,SP
803.62,641.55,63.732737,SACCADE
784.08,638.54,63.771906,SACCADE
737.09,602.32,63.803144,SACCADE
744.37,574.79,63.839185,SACCADE
712.92,528.66,63.870461,SP
711.57,536.69,63.909989,SP
690.89,524.26,63.948882,SP
723.19,500.87,63.977618,SP
730.26,486.12,64.022268,SP
714.72,478.88,64.055309,SP
758.22,453.49,64.086023,SP
733.94,430.52,64.132757,SP
716.61,437.94,64.167704,SP
702.31,446.13,64.209853,SP
673.8,462.41,64.240419,SP
709.6,470.81,64.290235,SP
767.36,445.57,64.326129,SP
797.22,425.52,64.366396,SP
856.63,403.37,64.39587,SP
856.67,402.88,64.440009,SP
874.44,422.35,64.469714,SP
892.17,395.78,64.513852,SP
883.98,406.8,64.562757,SP
875.63,400.4,64.594365,SP
867.21,395.57,64.636468,SP
935.63,435.26,64.669674,SP
940.1,431.98,64.713633,SP
936.27,468.3,64.750763,SP
1021.43,537.37,64.783481,SP
1058.86,569.88,64.813042,SP
1054.49,580.4,64.85835,SP
1047.68,588.61,64.888781,SP
1071.03,590.09,64.928839,SP
1142.07,597.77,64.957652,SP
1146.88,602.46,65.004222,SP
1155.32,628.59,65.03559,SP
1190.1,676.35,65.076375,SP
1158.2,668.63,65.108353,SP
1144.6,670.44,65.148654,SP
1139.64,695.84,65.173948,SP
1128.41,675.42,65.213559,SP
1092.16,645.62,65.243645,SP
1055.25,628.07,65.283741,SP
1088.14,641.23,65.313623,SP
1047.5,634.38,65.362011,SP
996.03,615.88,65.391351,SP
934.71,604.64,65.432354,SP
893.26,578.63,65.462624,SP
868.86,584.71,65.499808,SP
831.16,565.13,65.533003,SP
790.67,538.89,65.574639,SP
736.27,480.75,65.60541,SP
792.64,499.18,65.652426,SP
833.68,511.22,65.676792,SP
856.61,512.64,65.719819,SP
871.63,510.85,65.753713,SP
802.81,516.64,65.798914,SP
905.15,544.15,65.832408,SP
1005.58,591.24,65.872628,SP
1087.41,623.35,65.898046,SP
1153.46,628.54,65.945508,SP
1200.12,604.53,65.974265,SP
1228.38,577.72,66.013855,SP
1193.03,531.78,66.039322,SP
1208.11,538.82,66.079027,SP
1242.38,538.35,66.109268,SP
1295.76,563.99,66.150865,SP
1371.72,594.4,66.184119,SP
1416.03,606.79,66.222412,SP
1361.63,576.51,66.251553,SP
1385.47,594.25,66.29942,SP
1450.53,604.68,66.330283,SP
1503.2,613.51,66.37089,SP
1539.08,631.66,66.404682,SP
1523.97,626.25,66.443182,SP
1545.31,668.3,66.47449,SP
1529.1,670.43,66.515397,SP
1575.93,719.14,66.544556,SP
1589.37,706.17,66.582418,SP
1601.13,697.68,66.610531,SP
1685.56,735.68,66.654105,SP
1704.02,732.72,66.686935,SP
1720.6,748.1,66.730205,SP
1731.52,760.03,66.767298,SP
1709.39,733.92,66.813873,SP
1666.93,715.06,66.83935,SP
1650.5,682.7,66.879384,SP
1643.49,677.9,66.909462,SP
1632.12,669.6,66.949393,SP
1637.21,660.66,66.975926,SP
1636.24,641.76,67.014785,SP
1656.87,666.16,67.04716,SP
1647.8,650.07,67.082434,SP
1647.51,649.42,67.129362,SP
1589.15,613.04,67.1607,SP
1610.02,628.67,67.193934,SP
1621.4,637.38,67.234162,SP
1627.83,632.26,67.268519,SP
1667.1,660.31,67.305071,SP
1670.05,665.54,67.335408,SP
1613.64,629.92,67.382328,SP
1450.56,562.12,67.411973,SP
1284.54,488.21,67.450723,SP
1323.53,532.22,67.490338,SP
1449.16,631.04,67.520261,SP
1510.2,652.65,67.550084,SP
1552.85,700.3,67.593873,SP
1607.13,746.24,67.627547,SP
1643.41,766.48,67.671311,SP
1670.12,783.63,67.703591,SP
1669.65,808.58,67.750777,SP
1699.91,823.82,67.775168,SP
1708.84,853.6,67.820193,SP
1671.58,845.09,67.850026,SP
1602.4,809.09,67.892335,SP
1559.02,757.73,67.925188,SP
1462.98,692.22,67.963321,SP
1377.17,619.3,67.996103,SP
1324.73,638.65,68.03918,SP
1259.22,622.35,68.06754,SP
1248.68,667.33,68.11095,SP
1227.49,648.62,68.135307,SP
1215.73,679.13,68.178022,SP
1222.52,704.91,68.206001,SP
1208.75,686.13,68.240672,SP
1180.14,678.4,68.272138,SP
1125.0,632.98,68.316183,SP
1143.92,682.25,68.347234,SP
1212.58,699.56,68.391049,SP
1232.1,704.75,68.418371,SP
1241.7,708.84,68.459142,SP
1205.43,699.52,68.493735,SP
1211.42,662.11,68.533553,SP
1172.45,657.3,68.564624,SP
1185.34,698.2,68.605352,SP
1156.85,711.88,68.63331,SP
1145.47,708.51,68.673426,SP
1148.68,688.84,68.703219,SP
1180.02,702.87,68.739555,SP
1151.62,682.46,68.769023,SP
1136.55,675.05,68.813307,SP
1109.38,634.59,68.847241,SP
1080.56,624.03,68.894087,SP
1057.57,594.38,68.930481,SP
1051.93,581.59,68.971452,SP
1037.65,566.14,68.994914,SP
1033.55,546.49,69.029108,SP
1004.09,469.35,69.061374,SP
974.84,409.88,69.080867,SP
948.66,357.0,69.122604,SP
948.92,375.13,69.173521,SP
969.82,403.97,69.20853,SP
993.58,445.97,69.232452,SP
1019.15,445.58,69.27203,SP
1027.68,478.82,69.297889,SP
1036.6,499.64,69.336723,SP
1019.2,477.49,69.36821,SP
1022.15,495.34,69.40658,SP
1009.37,477.26,69.436017,SP
1019.12,491.46,69.477895,SP
1031.9,519.7,69.50304,SP
1036.26,520.69,69.53889,SP
1028.32,511.12,69.5649,SP
1027.87,485.14,69.599952,SP
1046.41,463.12,69.646941,SP
1056.88,484.18,69.678238,SP
1039.59,484.65,69.708171,SP
1032.59,480.25,69.753777,SP
1065.78,514.22,69.783569,SP
1069.49,506.93,69.823992,SP
1078.31,524.16,69.864438,SP
1071.55,546.73,69.892722,SP
1062.91,552.97,69.924688,SP
1051.91,535.22,69.963993,SP
1040.74,534.38,70.008311,SP
1020.16,520.2,70.041697,SP
1025.12,523.22,70.071912,SP
1022.99,537.21,70.112019,SP
1029.41,562.79,70.143805,SP
1025.72,588.48,70.189274,SP
1035.85,591.0,70.226381,SP
1032.59,582.96,70.262154,SP
1017.72,549.05,70.293057,SP
1021.83,575.87,70.335026,SP
1038.4,567.29,70.364564,SP
1028.14,572.02,70.400799,SP
1039.91,583.68,70.434091,SP
1044.43,588.09,70.476484,SP
1032.43,591.75,70.506081,SP
1015.17,527.37,70.548523,SP
1005.77,531.75,70.584469,SP
1006.94,521.49,70.612421,SP
1016.23,556.82,70.648002,SP
999.6,554.11,70.679352,SP
999.35,544.89,70.719947,SP
1009.36,531.15,70.749267,SP
1020.17,547.11,70.785738,SP
1027.19,540.1,70.816234,SP
1022.28,542.02,70.856529,SP
1016.62,517.64,70.893374,SP
1040.19,517.95,70.9349,SP
1038.99,536.69,70.966371,SP
1029.76,541.26,71.006185,SP
1038.95,564.81,71.035164,SP
1045.36,526.22,71.080025,SP
963.87,504.1,71.109687,SP
942.39,479.68,71.147625,SP
939.64,506.0,71.17922,SP
937.64,484.8,71.222315,SP
894.89,485.13,71.255615,SP
896.21,486.38,71.303093,SP
815.17,488.98,71.331865,SP
734.84,510.28,71.361919,SP
682.14,538.53,71.400215,SP
645.4,550.69,71.441845,SP
592.5,569.65,71.493566,SP
576.27,534.38,71.522924,SP
547.69,546.37,71.560931,SP
543.26,545.61,71.591675,SP
534.07,558.7,71.632205,SP
611.29,525.71,71.662166,SP
595.44,547.27,71.697993,SP
631.21,501.33,71.728,SP
663.53,489.53,71.770545,SP
655.15,495.15,71.804431,SP
633.79,499.0,71.842197,SP
614.34,512.58,71.885075,SP
618.13,526.45,71.915591,SP
620.35,537.34,71.944287,SP
661.01,540.2,71.983926,SP
707.71,533.81,72.02681,SP
692.07,503.83,72.058902,SP
714.64,505.66,72.091998,SP
717.12,504.31,72.138007,SP
730.05,495.59,72.167861,SP
743.46,486.47,72.214317,SP
772.23,476.79,72.245634,SP
797.96,456.6,72.289785,SP
812.91,467.15,72.318142,SP
814.87,485.77,72.360251,SP
815.59,463.5,72.397231,SP
826.91,496.06,72.438971,SP
846.47,510.8,72.469383,SP
845.53,510.43,72.514645,SP
834.55,502.22,72.545924,SP
831.27,483.48,72.58308,SP
834.59,502.43,72.613195,SP
826.99,486.69,72.65663,SP
819.64,482.99,72.684248,SP
815.0,498.31,72.732011,SP
818.07,497.45,72.756932,SP
839.27,510.69,72.800743,SP
822.5,501.26,72.831527,SP
811.71,486.42,72.873261,SP
830.58,466.19,72.899218,SP
835.92,443.62,72.940775,SP
862.47,431.15,72.974694,SP
862.17,420.7,73.018558,SP
888.7,420.88,73.046841,SP
901.83,442.26,73.085787,SP
924.16,467.44,73.112963,SP
929.68,485.55,73.155629,SP
936.72,477.88,73.185756,SP
915.71,451.29,73.23387,SP
909.51,440.54,73.264747,SP
947.17,452.25,73.301623,SP
971.28,488.11,73.333989,SP
987.55,502.69,73.373105,SP
1004.4,512.95,73.398229,SP
1026.89,508.9,73.437391,SP
1037.09,495.55,73.46983,SP
1054.01,506.22,73.515513,SP
1075.71,520.93,73.549094,SP
1074.94,517.98,73.598329,SP
1070.62,526.68,73.634627,SP
1037.06,500.59,73.675924,SP
1046.0,505.03,73.701763,SP
1062.7,524.19,73.744947,SP
1061.35,518.14,73.774874,SP
1081.11,533.23,73.815897,SP
1066.25,544.51,73.840722,SP
1061.96,513.09,73.883353,SP
1070.64,529.32,73.912547,SP
1095.38,558.86,73.951084,SP
1132.69,561.49,73.977199,SP
1184.26,581.35,74.0262,SP
1216.03,599.55,74.056264,SP
1227.66,583.72,74.104945,SP
1220.62,572.49,74.13463,SP
1221.74,565.91,74.179001,SP
1197.51,540.02,74.210006,SP
1163.73,515.54,74.246679,SP
1175.78,511.38,74.276844,SP
1156.82,489.85,74.318606,SP
1153.83,489.52,74.34497,SP
1138.94,472.47,74.382007,SP
1161.41,475.1,74.409075,SP
1155.03,462.25,74.452332,SP
1152.46,437.68,74.476246,SP
1168.64,468.69,74.525498,SP
1143.54,450.07,74.556148,SP
1148.82,452.34,74.59848,SP
1154.87,456.28,74.6328,SP
1165.7,483.73,74.673799,SP
1167.7,474.75,74.705122,SP
1162.03,477.14,74.741142,SP
1156.36,470.37,74.771555,SP
1154.42,479.02,74.813516,SP
1143.65,485.5,74.844698,SP
1149.62,495.86,74.884692,SP
1155.91,496.34,74.913878,SP
1114.58,470.93,74.961895,SP
1058.81,467.37,74.995342,SP
1028.45,470.12,75.037005,SP
987.15,470.07,75.068965,SP
945.02,454.48,75.104839,SP
914.7,460.33,75.13874,SACCADE
807.14,451.28,75.179896,SACCADE
754.09,421.55,75.209473,SP
725.88,420.84,75.251189,SP
695.51,421.34,75.279604,SP
639.89,439.14,75.331102,SP
614.37,446.67,75.367311,SP
601.01,453.9,75.404807,SP
568.97,455.16,75.434304,SP
539.62,430.95,75.478708,SP
508.27,433.17,75.507867,SP
486.27,449.11,75.547218,SP
479.4,452.76,75.575462,SP
483.57,476.07,75.618017,SP
514.05,464.03,75.645133,SP
567.68,462.13,75.684087,SP
620.79,449.17,75.714191,SP
700.1,442.58,75.756029,SP
671.82,449.18,75.788252,SP
668.91,447.12,75.833196,SP
628.46,456.21,75.860793,SP
645.27,456.82,75.905162,SP
652.68,461.82,75.939254,SP
652.15,435.89,75.980833,SP
647.07,446.41,76.011131,SP
663.38,420.65,76.051148,SP
604.45,454.77,76.081173,SP
591.87,481.66,76.124374,SP
581.82,514.19,76.154715,SP
583.85,510.18,76.197316,SP
564.46,515.21,76.22736,SP
529.66,519.65,76.260061,SP
558.86,494.51,76.298606,SP
580.45,477.31,76.342702,SP
554.61,471.65,76.371457,SP
520.07,466.3,76.412327,SP
508.64,454.44,76.43902,SP
485.94,464.23,76.479495,SP
488.69,456.95,76.512735,SP
512.64,459.79,76.552678,SP
477.82,456.93,76.575728,SP
517.43,431.78,76.618002,SP
547.21,411.61,76.644571,SP
553.43,399.31,76.678693,SP
557.4,403.46,76.705589,SP
551.88,441.62,76.742083,SP
583.75,449.92,76.785141,SP
568.73,458.9,76.81366,SP
592.18,453.61,76.845801,SP
634.31,413.15,76.8809,SP
666.78,415.25,76.923758,SP
727.42,401.22,76.949807,SP
767.48,407.06,76.990283,SP
859.28,351.45,77.012836,SACCADE
939.14,307.54,77.05153,SACCADE
989.73,265.94,77.078044,SACCADE
1034.95,233.72,77.116481,SACCADE
1054.18,198.46,77.148772,SP
1096.12,193.2,77.171977,SP
1098.54,158.05,77.202765,SP
1116.41,159.33,77.226092,SP
1056.45,199.01,77.263616,SP
987.84,220.22,77.293682,SP
910.84,283.27,77.336284,SP
844.84,337.52,77.364961,SP
782.05,398.82,77.397469,SP
743.6,456.11,77.422072,SP
725.64,458.79,77.457527,SP
679.88,476.23,77.499944,SP
668.58,490.58,77.528962,SP
669.94,500.08,77.561579,SP
687.32,495.75,77.593204,SP
684.85,516.83,77.625266,SP
677.92,494.79,77.657807,SP
651.94,496.18,77.697213,SP
665.6,493.93,77.727348,SP
697.15,462.23,77.75459,SP
709.73,456.73,77.787533,SP
705.17,467.28,77.809846,SP
709.62,456.59,77.843967,SP
723.43,453.84,77.868869,SP
739.2,475.39,77.899842,SP
752.46,493.76,77.925374,SP
748.29,489.1,77.95553,SP
749.75,485.87,77.997181,SP
771.53,472.56,78.026894,SP
738.97,491.37,78.064172,SP
710.62,507.34,78.086191,SP
743.08,497.02,78.130389,SP
721.41,502.4,78.154144,SP
702.83,506.68,78.190135,SP
690.54,479.87,78.224964,SP
695.0,485.83,78.250125,SP
703.03,490.06,78.280118,SP
736.16,494.33,78.319176,SP
824.14,416.77,78.35944,SP
911.02,355.62,78.389388,SACCADE
973.28,306.5,78.423797,SACCADE
1039.26,277.92,78.445883,SACCADE
1073.11,240.51,78.477071,SACCADE
1092.83,215.64,78.507689,SACCADE
1117.6,193.15,78.529981,SP
1117.17,166.44,78.563906,SP
1117.73,147.88,78.592455,SP
1135.4,152.95,78.623851,SP
1152.04,161.63,78.652399,SP
1148.92,167.64,78.689283,SP
1141.22,174.5,78.727964,SP
1129.07,180.74,78.755113,SP
1132.21,197.23,78.794126,SP
1125.57,201.58,78.812756,SP
1101.9,191.6,78.847941,SP
1102.95,205.63,78.866751,SP
1101.97,208.78,78.899232,SP
1115.97,227.25,78.935073,SP
1112.0,232.51,78.960048,SP
1117.08,237.34,78.997442,SP
1048.52,256.82,79.030452,SP
937.91,300.16,79.07962,SP
879.8,332.44,79.108534,SP
833.04,360.24,79.13761,SP
740.9,395.0,79.161864,SACCADE
703.4,378.2,79.194738,SACCADE
726.46,386.62,79.228024,SP
682.51,386.01,79.260561,SP
659.04,405.62,79.298883,SP
654.2,433.18,79.320052,SP
624.46,422.18,79.354239,SP
643.12,387.0,79.385559,SP
634.92,403.98,79.408344,SP
665.27,398.69,79.439208,SP
667.31,410.89,79.460634,SP
636.29,363.88,79.501613,SP
659.05,383.19,79.52991,SP
666.39,386.48,79.570966,SP
672.79,404.25,79.592972,SP
684.35,396.98,79.629623,SP
726.61,378.95,79.66671,SP
719.79,402.0,79.693544,SP
713.37,421.72,79.73262,SP
755.93,409.73,79.751531,SP
768.64,413.02,79.78952,SP
756.61,420.76,79.816542,SP
759.12,423.44,79.855301,SP
766.51,417.48,79.884356,SP
776.45,409.1,79.923556,SP
754.83,408.63,79.949443,SP
750.48,404.59,79.987097,SP
789.41,415.85,80.023942,SP
824.02,416.3,80.05568,SP
836.0,417.85,80.095834,SP
864.59,399.07,80.120992,SP
911.19,394.74,80.159568,SP
944.69,388.64,80.184968,SP
954.38,387.94,80.222809,SP
974.66,396.17,80.254478,SP
967.51,416.52,80.291458,SP
988.69,392.04,80.311915,SP
1012.51,394.51,80.347288,SP
1015.55,384.7,80.382508,SP
980.86,411.81,80.40578,SP
1001.68,407.31,80.437686,SP
986.14,402.93,80.467764,SP
988.2,387.31,80.491206,SP
989.3,371.05,80.521414,SP
1001.42,322.79,80.558892,SP
1026.25,288.14,80.59331,SP
1059.8,269.06,80.618523,SP
1081.79,250.55,80.65481,SP
1086.01,231.27,80.67835,SP
1077.9,205.85,80.712925,SP
1088.26,203.73,80.745811,SP
1096.69,203.24,80.776998,SP
1101.49,200.6,80.819914,SP
1075.4,176.27,80.847536,SP
1065.03,168.32,80.88245,SP
1062.05,167.97,80.904913,SP
993.61,228.95,80.93892,SP
922.6,283.29,80.966861,SP
874.46,336.02,81.011741,SP
837.64,327.89,81.031532,SP
835.46,349.07,81.071281,SP
791.31,339.94,81.107302,SP
746.42,361.15,81.134986,SP
748.06,379.08,81.171899,SP
719.58,426.75,81.206032,SP
712.74,463.92,81.242253,SP
700.83,469.0,81.291322,SP
726.85,451.37,81.335426,SP
737.16,470.0,81.376251,SP
714.05,457.58,81.406989,SP
728.85,462.81,81.45284,SP
724.43,489.07,81.485634,SP
756.54,464.91,81.525343,SP
774.83,479.7,81.559744,SP
786.92,476.52,81.605948,SP
789.49,464.47,81.633516,SP
789.67,491.51,81.679351,SP
788.81,501.05,81.707104,SP
788.76,504.81,81.746097,SP
771.46,547.1,81.773904,SP
795.81,549.26,81.81324,SP
801.91,560.87,81.837473,SP
777.01,566.61,81.880548,SP
777.39,522.85,81.909394,SP
801.71,529.03,81.950859,SP
791.39,516.74,81.97721,SP
830.38,461.84,82.019257,SP
826.43,496.28,82.046985,SP
825.59,486.55,82.083551,SP
817.77,465.05,82.123239,SP
822.42,434.0,82.155184,SP
811.71,456.34,82.184369,SP
827.16,461.02,82.222046,SP
804.23,475.34,82.265017,SP
803.05,506.86,82.293695,SP
793.0,540.91,82.322348,SP
837.9,501.01,82.36169,SP
872.73,434.38,82.403455,SP
907.7,404.41,82.432774,SP
939.98,383.53,82.471147,SP
966.59,383.81,82.493174,SP
976.29,363.64,82.534463,SP
955.41,371.97,82.559518,SP
969.84,387.66,82.599318,SP
953.41,397.49,82.62807,SP
933.27,401.9,82.671572,SP
893.1,424.34,82.69946,SP
873.66,430.9,82.735085,SP
855.24,430.41,82.771392,SP
840.57,444.46,82.811015,SP
827.67,435.58,82.849129,SP
830.12,475.38,82.876109,SP
814.62,498.54,82.905608,SP
805.89,515.74,82.946733,SP
811.57,516.5,82.986463,SP
832.11,500.53,83.013346,SP
825.44,480.01,83.044447,SP
845.25,481.23,83.075302,SP
878.8,503.03,83.1165,SP
862.46,504.04,83.139986,SP
858.44,511.25,83.175091,SP
849.88,491.07,83.207706,SP
840.52,479.95,83.24407,SP
829.32,472.37,83.273574,SP
816.72,469.3,83.315365,SP
818.79,477.72,83.346091,SP
822.04,471.04,83.382134,SP
818.66,473.28,83.412626,SP
845.84,467.49,83.455305,SP
863.02,475.44,83.488696,SP
878.41,475.5,83.51347,SP
890.69,453.34,83.554328,SP
898.51,457.08,83.575507,SP
891.3,437.1,83.616476,SP
906.64,437.73,83.644732,SP
903.77,428.35,83.680093,SP
909.11,411.04,83.710315,SP
929.44,388.7,83.752082,SP
933.08,379.31,83.776938,SP
930.43,369.73,83.818543,SP
959.16,313.23,83.84794,SP
992.79,268.19,83.889673,SP
994.54,220.95,83.924408,SP
1007.69,195.87,83.947197,SP
1016.33,178.95,83.978273,SP
1031.58,167.02,83.998207,SP
1037.09,161.16,84.032374,SP
1049.33,153.05,84.064412,SP
1044.46,144.08,84.093954,SP
1031.91,135.17,84.124364,SP
1029.45,130.73,84.146335,SP
1022.51,144.69,84.177343,SP
1021.39,163.32,84.200615,SP
1021.13,166.8,84.232037,SP
1016.12,172.95,84.265391,SP
1018.23,184.17,84.292213,SP
1023.55,196.93,84.325149,SP
1036.82,216.63,84.351706,SP
1021.76,227.64,84.386074,SP
1013.49,243.04,84.416351,SP
1018.19,258.15,84.437288,SP
1027.18,268.25,84.470354,SP
999.16,270.04,84.501719,SP
966.35,270.29,84.52136,SP
950.26,277.2,84.555719,SP
960.66,284.98,84.575265,SP
977.03,276.47,84.608806,SP
996.52,279.3,84.641817,SP
1013.38,288.08,84.662164,SP
1015.51,283.97,84.696024,SP
992.76,271.42,84.725237,SP
992.71,283.6,84.757341,SP
1007.81,279.44,84.785445,SP
1023.02,281.49,84.823828,SP
1016.47,268.31,84.863069,SP
1003.93,244.82,84.886216,SP
1005.15,235.05,84.915433,SP
1007.16,220.64,84.935313,SP
1005.27,204.69,84.971018,SP
1008.84,195.43,85.002691,SP
998.46,165.2,85.024394,SP
984.66,154.47,85.063255,SP
986.79,147.27,85.092344,SP
979.12,137.5,85.122842,SP
963.36,118.29,85.144866,SP
977.79,130.28,85.175822,SP
959.2,119.23,85.212775,SP
980.27,132.67,85.237076,SP
989.2,141.46,85.271071,SP
992.61,134.81,85.290651,SP
1008.18,146.85,85.324258,SP
1004.92,140.16,85.367077,SP
1018.47,157.19,85.397886,SP
1016.63,147.37,85.43723,SP
1013.63,178.85,85.514682,SP
1009.75,240.71,85.562467,SP
1011.76,269.94,85.596489,SP
981.91,347.01,85.637219,SP
1000.23,347.67,85.657682,SP
981.16,420.4,85.702213,SP
977.71,460.9,85.72612,SP
982.96,517.61,85.770735,SP
976.97,577.46,85.792458,SP
965.52,583.24,85.826882,SP
946.57,572.08,85.860346,SP
938.74,620.7,85.887497,SP
944.21,654.13,85.925963,SP
959.05,654.0,85.955521,SP
948.95,642.29,85.995224,SP
944.47,585.29,86.017874,SP
937.39,541.11,86.057229,SP
939.57,497.04,86.088763,SP
928.1,511.87,86.133221,SP
954.65,546.76,86.166145,SP
983.25,509.37,86.202316,SP
1008.16,475.97,86.228631,SP
1014.41,399.86,86.269966,SP
1006.09,326.89,86.305563,SP
1007.32,273.11,86.331493,SP
999.95,270.28,86.367712,SP
992.19,283.4,86.399236,SP
989.86,317.14,86.442682,SP
1007.05,355.63,86.471344,SP
980.7,377.29,86.503181,SP
987.4,436.12,86.541152,SP
985.71,470.17,86.582533,SP
977.09,499.49,86.611905,SP
973.73,538.08,86.651904,SP
977.59,554.17,86.680804,SP
993.19,547.47,86.720492,SP
984.64,526.66,86.749889,SP
1011.22,523.4,86.785875,SP
1003.07,467.93,86.816511,SP
1013.04,458.58,86.85966,SP
1006.87,434.2,86.886777,SP
1025.13,412.55,86.931266,SP
1036.19,381.47,86.953013,SP
1040.19,355.71,86.989223,SP
1035.79,353.82,87.024363,SP
1039.98,359.38,87.053519,SP
1057.19,364.83,87.086588,SP
1046.53,399.99,87.131151,SP
1027.98,443.79,87.164893,SP
1009.22,460.19,87.203881,SP
979.21,472.83,87.250335,SP
941.25,499.1,87.285227,SP
939.53,461.29,87.336092,SP
976.99,473.08,87.376889,SP
953.7,501.67,87.409469,SP
952.22,472.77,87.445438,SP
922.19,471.47,87.476808,SP
925.06,501.79,87.520016,SP
902.35,547.93,87.547758,SP
894.65,551.11,87.590805,SP
876.74,566.49,87.626786,SP
859.62,598.61,87.66501,SP
846.58,639.0,87.697167,SP
832.2,626.87,87.742457,SP
820.65,632.46,87.77583,SP
838.05,610.46,87.806123,SP
862.69,605.05,87.850644,SP
872.71,556.77,87.887609,SP
907.72,528.52,87.919726,SP
914.01,543.4,87.964804,SP
935.2,554.82,87.990038,SP
960.19,622.14,88.021113,SP
993.38,638.6,88.067497,SP
1040.75,645.32,88.107106,SP
1073.62,653.15,88.135395,SP
1091.63,618.14,88.16881,SP
1126.53,636.72,88.209179,SP
1134.29,614.24,88.245695,SP
1168.46,637.42,88.282023,SP
1167.76,637.71,88.324863,SP
1205.87,639.43,88.352196,SP
1171.05,611.68,88.382018,SP
1160.28,625.99,88.417496,SP
1166.97,595.77,88.456008,SP
1147.38,604.64,88.479138,SP
1163.4,594.27,88.518914,SP
1186.3,611.82,88.546151,SP
1206.66,569.51,88.591248,SP
1227.55,575.41,88.615495,SP
1228.74,551.36,88.661498,SP
1255.53,532.73,88.689074,SP
1257.49,514.46,88.734418,SP
1277.65,532.34,88.765218,SP
1251.65,477.73,88.8125,SP
1281.45,538.0,88.837188,SP
1264.8,513.54,88.882041,SP
1261.93,478.94,88.912,SP
1231.63,442.97,88.950378,SP
1248.2,474.71,88.985098,SP
1223.07,478.71,89.025766,SP
1217.18,478.66,89.060898,SP
1217.63,484.45,89.106372,SP
1211.11,441.14,89.136565,SP
1203.51,451.12,89.176448,SP
1205.22,462.58,89.208,SP
1199.87,474.66,89.244961,SP
1198.25,488.27,89.275932,SP
1184.46,485.9,89.317652,SP
1164.55,483.45,89.353263,SP
1161.56,519.25,89.396485,SP
1144.73,486.53,89.42942,SP
1108.88,476.1,89.461912,SP
1077.98,507.5,89.500767,SP
1039.98,460.79,89.544862,SP
