x,y,videoTime,classification
921.32,446.16,119.830089,SP
906.34,457.91,119.877235,SP
908.78,463.33,119.912392,SP
891.87,456.94,119.954456,SP
882.88,493.14,119.984557,SP
886.0,466.87,120.031146,SP
931.07,468.05,120.070512,SP
943.76,450.25,120.11213,SP
975.03,467.03,120.146454,SP
1012.87,484.08,120.185693,SP
1004.25,470.63,120.215128,SP
1006.13,449.31,120.266442,SP
1028.47,467.71,120.296868,SP
1039.95,462.35,120.342823,SP
987.38,430.88,120.373844,SP
1031.21,459.43,120.402932,SP
1041.3,454.15,120.443249,SP
1083.2,468.62,120.489881,SP
1148.52,482.95,120.522132,SP
1194.6,488.73,120.557216,SP
1224.77,508.3,120.601364,SP
1249.51,539.22,120.630204,SP
1210.67,512.79,120.674976,SP
1213.34,517.33,120.706403,SP
1214.12,488.31,120.751782,SP
1209.6,467.71,120.777935,SP
1204.39,474.8,120.824181,SP
1222.11,472.08,120.856298,SP
1232.76,479.14,120.903473,SP
1236.55,469.35,120.938197,SP
1289.45,503.31,120.978812,SP
1331.84,536.67,121.008427,SP
1335.77,536.51,121.05421,SP
1340.55,543.67,121.082382,SP
1307.71,524.8,121.124483,SP
1264.7,499.82,121.167165,SP
1239.69,502.81,121.209591,SP
1193.55,480.3,121.243333,SP
1158.99,499.53,121.276753,SP
1118.96,454.81,121.319673,SP
1045.26,433.53,121.350572,SP
1043.48,443.07,121.401275,SP
1057.67,488.54,121.432157,SP
1072.24,527.91,121.47201,SP
1070.17,540.61,121.500652,SP
1054.73,513.64,121.544682,SP
1052.28,531.37,121.573176,SP
1031.19,537.3,121.617863,SP
983.63,527.72,121.646671,SP
948.1,514.75,121.691094,SP
915.57,479.85,121.728125,SP
929.08,508.03,121.773776,SP
922.06,516.82,121.798902,SP
904.52,499.09,121.842227,SP
892.28,496.29,121.872707,SP
892.43,501.27,121.915023,SP
883.1,506.02,121.939568,SP
908.32,517.98,121.986037,SP
888.92,517.98,122.027753,SP
864.64,516.46,122.06783,SP
891.74,519.56,122.097361,SP
892.1,456.31,122.139791,SP
930.27,397.14,122.170952,SP
990.68,396.52,122.202146,SP
980.61,404.66,122.241587,SP
969.84,449.42,122.284362,SP
950.0,460.17,122.316943,SP
930.95,466.59,122.346664,SP
911.34,494.97,122.382125,SP
906.0,489.21,122.422933,SP
889.54,503.06,122.451747,SP
898.64,524.92,122.496089,SP
896.63,529.53,122.533209,SP
899.3,510.03,122.564267,SP
894.8,510.66,122.602571,SP
878.53,523.93,122.643793,SP
881.39,508.74,122.67126,SP
854.62,542.78,122.705975,SP
828.05,526.1,122.740293,SP
806.93,522.99,122.781427,SP
791.1,536.71,122.809615,SP
791.41,527.55,122.859575,SP
835.27,513.46,122.903939,SP
840.37,508.48,122.946302,SP
852.81,506.94,122.993175,SP
878.24,491.71,123.024681,SP
876.2,486.11,123.064381,SP
896.53,490.23,123.108946,SP
912.43,515.1,123.143598,SP
925.91,486.15,123.184237,SP
932.6,511.08,123.232964,SP
981.17,516.26,123.283322,SP
995.05,535.91,123.336944,SP
1008.51,522.96,123.368156,SP
1013.78,525.85,123.409802,SP
1050.05,509.12,123.451572,SP
1036.59,509.73,123.485253,SP
1025.61,503.46,123.518471,SP
1038.18,535.83,123.576335,SP
1020.12,543.55,123.609117,SP
986.1,561.48,123.647769,SP
944.19,544.83,123.68069,SP
942.05,576.43,123.724171,SP
924.02,563.06,123.75824,SP
885.85,556.45,123.800591,SP
879.51,570.33,123.830771,SP
845.45,590.36,123.866483,SP
829.91,583.69,123.915623,SP
809.88,602.47,123.953335,SP
788.02,625.12,124.000113,SP
793.45,653.1,124.029154,SP
775.75,688.31,124.074461,SP
738.65,668.47,124.100405,SP
734.53,685.53,124.146544,SP
724.49,653.1,124.177728,SP
713.76,654.7,124.225989,SP
689.28,643.77,124.268406,SP
692.61,649.72,124.303385,SP
676.92,667.0,124.348666,SP
682.68,685.34,124.384896,SP
675.31,680.12,124.42109,SP
684.93,641.22,124.45356,SP
696.5,676.96,124.49303,SP
699.92,659.11,124.523835,SP
686.27,659.85,124.573205,SP
676.97,648.29,124.598023,SP
686.92,632.5,124.640603,SP
697.94,623.79,124.668429,SP
709.93,613.82,124.710373,SP
724.8,619.22,124.735046,SP
726.2,637.8,124.772036,SP
742.09,632.38,124.801496,SP
730.08,662.15,124.838956,SP
723.25,674.47,124.884188,SP
704.43,699.58,124.912916,SP
692.59,697.78,124.942025,SP
683.07,714.66,124.979077,SP
668.19,739.4,125.022697,SP
678.27,744.47,125.051323,SP
698.98,763.29,125.083142,SP
711.74,753.66,125.118974,SP
737.63,746.85,125.165818,SP
732.59,731.32,125.197909,SP
739.78,739.72,125.237659,SP
744.79,724.99,125.271866,SP
751.16,733.02,125.304106,SP
735.46,716.54,125.343029,SP
769.0,699.72,125.382924,SP
750.54,710.39,125.414438,SP
744.92,709.69,125.45715,SP
749.96,708.26,125.493595,SP
737.73,705.86,125.526572,SP
720.24,713.45,125.567618,SP
722.06,709.58,125.606822,SP
730.14,718.73,125.636587,SP
752.29,682.41,125.675606,SP
762.01,672.05,125.71765,SP
753.92,665.73,125.750016,SP
765.91,671.14,125.792549,SP
774.23,674.08,125.829112,SP
808.37,626.65,125.870199,SP
776.07,679.24,125.89738,SP
786.55,620.02,125.939321,SP
797.13,603.74,125.972445,SP
789.34,634.44,126.016263,SP
783.49,682.94,126.047539,SP
731.07,742.3,126.093505,SP
779.26,738.01,126.126304,SP
775.48,744.77,126.165239,SP
803.48,700.02,126.198923,SP
818.02,667.81,126.240634,SP
795.15,647.83,126.270746,SP
817.85,679.7,126.314238,SP
848.05,680.35,126.338989,SP
894.4,636.79,126.381581,SP
937.4,618.46,126.408997,SP
1005.35,582.05,126.45094,SP
1064.61,540.62,126.47666,SP
1101.89,521.56,126.5201,SP
1135.32,516.11,126.548312,SP
1128.08,516.05,126.597887,SP
1176.53,515.78,126.624708,SP
1168.31,518.68,126.66439,SP
1176.65,537.78,126.696168,SP
1185.63,588.08,126.736587,SP
1161.74,533.9,126.770913,SP
1191.9,583.31,126.812165,SP
1181.39,614.77,126.837564,SP
1178.55,588.83,126.879496,SP
1169.92,592.14,126.908696,SP
1160.55,577.68,126.953659,SP
1160.32,553.01,126.983908,SP
1149.83,555.28,127.023142,SP
1156.54,592.97,127.05828,SP
1159.46,619.45,127.104894,SP
1171.18,594.49,127.134081,SP
1135.39,562.69,127.1812,SP
1088.85,511.89,127.211923,SP
1086.82,525.99,127.252908,SP
1053.38,526.04,127.281886,SP
1027.79,536.98,127.324189,SP
1005.07,555.08,127.352998,SP
977.81,524.69,127.399018,SP
941.94,529.6,127.43272,SP
879.65,491.43,127.464175,SP
844.96,483.86,127.506204,SP
822.0,462.67,127.54458,SP
808.84,481.23,127.578155,SP
801.64,489.33,127.618663,SP
819.22,512.9,127.646432,SP
813.75,523.54,127.683611,SP
802.39,530.26,127.715604,SP
804.82,527.9,127.755538,SP
800.28,534.43,127.788373,SP
803.92,524.06,127.839471,SP
806.88,474.72,127.866332,SP
828.98,457.57,127.902551,SP
791.58,470.92,127.93676,SP
782.28,469.15,127.980931,SP
765.09,470.19,128.010282,SP
739.25,467.33,128.045487,SP
752.67,491.51,128.086787,SP
740.53,485.31,128.124871,SP
742.23,483.91,128.154197,SP
724.67,503.37,128.20298,SP
704.65,500.36,128.24217,SP
720.65,518.8,128.288611,SP
701.39,529.05,128.344904,SP
686.71,509.82,128.374199,SP
690.53,497.16,128.406622,SP
705.94,503.25,128.448042,SP
724.11,501.32,128.488371,SP
730.5,504.54,128.521342,SP
711.78,509.58,128.562741,SP
720.02,485.68,128.598421,SP
739.4,484.53,128.634654,SP
755.3,465.2,128.675942,SP
759.08,478.82,128.704638,SP
758.2,479.17,128.744116,SP
784.8,435.86,128.77309,SP
789.35,431.97,128.815609,SP
758.08,440.36,128.844669,SP
750.72,437.2,128.881919,SP
742.08,441.95,128.925097,SP
755.06,422.96,128.952931,SP
757.76,440.88,128.987495,SP
767.85,451.2,129.031891,SP
770.44,472.63,129.067764,SP
771.4,472.89,129.109737,SP
753.63,458.04,129.134826,SP
758.9,469.99,129.178765,SP
749.74,475.57,129.239164,SP
731.8,498.76,129.289302,SP
743.86,490.07,129.333914,SP
754.21,501.7,129.371504,SP
778.22,501.39,129.416988,SP
766.54,501.27,129.451891,SP
771.54,516.76,129.483096,SP
770.06,535.13,129.534221,SP
760.38,524.0,129.566418,SP
749.37,522.25,129.607683,SP
752.79,505.55,129.6434,SP
741.82,500.78,129.682686,SP
724.11,475.42,129.713652,SP
744.34,467.98,129.75352,SP
764.7,451.64,129.787603,SP
776.88,493.25,129.830428,SP
829.19,413.19,129.858566,SP
824.49,438.61,129.902892,SP
823.52,451.35,129.937391,SP
829.9,500.13,129.97721,SP
820.11,529.83,130.01191,SP
844.7,530.0,130.05307,SP
805.88,511.19,130.085614,SP
818.82,532.66,130.122558,SP
794.09,512.91,130.158016,SP
770.84,530.12,130.200866,SP
781.69,536.0,130.230538,SP
790.81,535.59,130.282987,SP
791.65,530.14,130.312997,SP
792.45,525.07,130.353891,SP
829.84,535.86,130.386942,SP
823.71,529.18,130.424682,SP
810.69,543.8,130.45459,SP
799.56,540.05,130.498654,SP
849.5,529.94,130.527959,SP
830.54,513.89,130.566189,SP
840.8,520.49,130.596659,SP
835.77,512.27,130.640344,SP
840.2,525.97,130.672348,SP
830.9,508.72,130.714151,SP
809.9,490.08,130.746157,SP
791.92,474.48,130.783994,SP
776.24,484.97,130.813419,SP
784.03,512.27,130.855207,SP
808.37,518.23,130.885005,SP
809.89,516.33,130.925543,SP
806.92,535.79,130.952583,SP
801.41,541.74,130.99083,SP
777.76,517.24,131.015277,SP
791.14,508.38,131.056067,SP
798.42,506.75,131.087154,SP
828.68,507.81,131.12902,SP
826.63,492.2,131.152012,SP
847.31,493.12,131.1927,SP
872.7,489.36,131.221526,SP
884.13,473.05,131.257827,SP
885.32,464.08,131.302057,SP
896.75,501.49,131.335177,SP
903.6,509.04,131.367208,SP
897.02,522.87,131.40758,SP
917.31,539.97,131.44603,SP
938.8,586.8,131.473026,SP
901.51,576.88,131.500874,SP
904.66,594.91,131.536787,SP
906.67,611.56,131.580424,SP
932.58,643.23,131.608057,SP
924.18,636.19,131.655236,SP
926.46,639.09,131.678803,SP
923.69,592.56,131.719419,SP
928.76,620.62,131.746264,SP
952.7,614.23,131.786215,SP
948.49,614.1,131.815786,SP
952.71,624.39,131.860749,SP
958.38,649.81,131.899526,SP
973.81,663.44,131.941219,SP
980.49,674.54,131.97461,SP
990.04,666.69,132.017356,SP
991.54,650.53,132.044964,SP
1008.73,633.17,132.085497,SP
1006.31,615.8,132.118746,SP
1040.34,624.62,132.161948,SP
1047.31,618.04,132.194856,SP
1063.52,632.52,132.224905,SP
1068.33,629.34,132.269976,SP
1089.86,634.43,132.303353,SP
1096.9,620.43,132.340216,SP
1067.23,576.38,132.378861,SP
1083.96,593.08,132.405896,SP
1088.16,628.12,132.444824,SP
1085.74,635.47,132.472309,SP
1062.71,595.39,132.514306,SP
1070.38,567.25,132.536896,SP
1080.75,554.22,132.58189,SP
1102.12,580.96,132.608873,SP
1100.65,609.21,132.651413,SP
1085.65,578.93,132.67423,SP
1101.5,583.43,132.717253,SP
1089.9,582.36,132.7464,SP
1108.73,609.49,132.784479,SP
1125.55,598.41,132.8145,SP
1142.97,608.99,132.863778,SP
1137.48,610.74,132.900842,SP
1134.88,626.39,132.942987,SP
1140.53,636.53,132.971085,SP
1136.98,631.29,133.009926,SP
1136.71,622.35,133.037737,SP
1144.6,633.34,133.077861,SP
1144.77,636.3,133.109717,SP
1132.08,598.57,133.151607,SP
1104.58,523.63,133.176975,SP
1062.81,480.24,133.219845,SP
1093.78,529.99,133.251224,SP
1114.28,548.51,133.299523,SP
1129.13,581.19,133.333913,SP
1117.5,627.75,133.37681,SP
1144.63,693.99,133.407192,SP
1122.82,657.45,133.444754,SP
1131.59,688.6,133.472483,SP
1130.16,696.09,133.511714,SP
1116.98,692.25,133.535499,SP
1113.15,688.99,133.575495,SP
1105.75,672.43,133.606975,SP
1099.29,651.65,133.641792,SP
1100.27,676.75,133.678681,SP
1096.51,677.47,133.709185,SP
1093.59,677.66,133.746017,SP
1085.17,651.93,133.773022,SP
1076.33,603.89,133.810782,SP
1055.15,598.22,133.834364,SP
1052.34,623.14,133.873026,SP
1052.36,629.85,133.896131,SP
1034.09,607.12,133.940061,SP
1049.59,609.23,133.967643,SP
1071.74,616.15,134.004171,SP
1100.82,631.61,134.046534,SP
1097.06,622.42,134.077083,SP
1105.8,653.8,134.106709,SP
1113.84,671.43,134.151346,SP
1123.49,697.09,134.189735,SP
1113.5,703.84,134.221959,SP
1100.81,693.85,134.251374,SP
1104.72,690.6,134.292086,SP
1081.79,640.74,134.325035,SP
1085.39,652.81,134.36359,SP
1085.46,680.18,134.409129,SP
1056.57,618.87,134.443074,SP
1049.18,598.15,134.474173,SP
1044.15,608.11,134.516339,SP
1056.56,651.93,134.546847,SP
1011.79,672.51,134.589354,SP
991.08,698.67,134.61738,SP
961.09,693.58,134.662443,SP
961.69,632.78,134.700981,SP
952.62,585.03,134.742932,SP
948.84,562.59,134.775421,SP
1006.11,603.62,134.816361,SP
1063.11,621.59,134.846104,SP
1048.76,695.93,134.890991,SP
1064.37,701.67,134.919987,SP
1071.82,697.54,134.960143,SP
1048.29,693.28,134.996695,SP
1034.05,692.42,135.038932,SP
1060.63,690.39,135.071506,SP
1038.76,652.14,135.115649,SP
1006.98,647.68,135.141624,SP
1022.17,630.76,135.183795,SP
1012.73,583.66,135.215875,SP
1003.6,584.43,135.257216,SP
1012.53,559.2,135.290412,SP
1004.52,551.59,135.319684,SP
992.38,541.21,135.356052,SP
1012.15,529.4,135.397366,SP
1017.0,530.74,135.425115,SP
1027.74,507.62,135.465294,SP
1010.68,501.78,135.498576,SP
1004.15,492.52,135.54107,SP
1016.39,450.5,135.570237,SP
1030.93,464.03,135.611289,SP
1021.02,468.07,135.637322,SP
1033.91,507.4,135.678336,SP
1016.35,478.97,135.705583,SP
1004.42,461.49,135.743091,SP
998.93,407.33,135.771245,SP
976.53,423.6,135.811356,SP
961.4,434.14,135.846237,SP
957.36,425.53,135.87219,SP
957.68,426.8,135.90841,SP
966.88,446.01,135.939574,SP
950.79,449.55,135.980154,SP
940.77,434.13,136.010387,SP
921.06,429.66,136.052817,SP
908.26,440.29,136.074186,SP
878.65,442.18,136.118051,SP
843.02,433.47,136.148027,SP
822.57,417.98,136.180109,SP
824.59,439.06,136.211059,SP
819.63,438.14,136.24802,SP
813.32,405.32,136.283613,SP
842.04,388.58,136.323692,SP
850.71,413.55,136.355443,SP
849.18,431.63,136.401004,SP
854.77,430.23,136.429581,SP
872.61,432.54,136.464615,SP
876.18,420.7,136.499369,SP
878.74,394.84,136.546739,SP
866.33,403.08,136.577941,SP
846.09,386.75,136.619657,SP
874.73,393.14,136.649205,SP
843.51,400.42,136.695902,SP
841.34,391.27,136.725804,SP
812.4,360.12,136.766784,SP
796.35,340.49,136.803074,SP
788.73,353.05,136.843709,SP
785.17,364.73,136.874171,SP
757.57,373.99,136.919496,SP
793.19,366.5,136.947536,SP
780.49,360.92,136.985433,SP
765.86,341.04,137.014582,SP
734.35,345.7,137.052408,SP
753.11,303.8,137.07873,SP
755.48,324.88,137.118666,SP
796.11,319.98,137.154711,SP
813.82,337.95,137.198735,SP
807.36,349.53,137.228893,SP
799.73,360.18,137.274037,SP
782.11,330.25,137.307809,SP
811.49,347.76,137.341639,SP
794.76,367.21,137.382429,SP
782.15,373.57,137.424163,SP
767.49,380.25,137.452289,SP
778.79,381.6,137.497025,SP
796.99,362.65,137.526772,SP
804.78,346.46,137.564471,SP
817.12,350.98,137.593213,SP
808.36,341.33,137.640207,SP
798.18,321.16,137.672886,SP
790.28,321.96,137.701374,SP
807.76,319.29,137.739285,SP
844.98,315.85,137.785472,SP
840.43,353.3,137.814633,SP
838.72,354.49,137.857907,SP
841.24,340.84,137.888552,SP
837.01,347.0,137.927005,SP
798.95,352.91,137.967515,SP
766.28,357.85,138.007712,SP
788.95,354.03,138.038935,SP
822.18,363.64,138.08215,SP
832.14,361.21,138.113984,SP
869.79,392.9,138.147742,SP
880.8,386.28,138.191992,SP
891.81,389.44,138.226224,SP
898.86,407.67,138.269003,SP
907.08,426.97,138.294962,SP
901.62,455.43,138.340943,SP
897.95,466.28,138.369724,SP
909.13,467.69,138.409939,SP
898.76,472.87,138.445876,SP
903.02,476.18,138.483899,SP
895.76,474.39,138.511024,SP
888.54,449.05,138.551663,SP
904.42,443.12,138.583595,SP
908.03,449.98,138.621846,SP
934.99,452.79,138.655303,SP
937.61,475.95,138.698764,SP
925.36,498.05,138.730115,SP
915.9,497.63,138.772776,SP
890.81,539.28,138.80856,SP
886.34,561.21,138.839251,SP
887.42,591.3,138.869346,SP
864.79,596.1,138.911436,SP
871.0,599.39,138.947327,SP
861.18,612.7,138.980024,SP
851.27,585.33,139.010462,SP
838.13,598.6,139.058876,SP
847.52,618.96,139.092511,SP
828.09,629.53,139.132529,SP
827.42,636.15,139.16603,SP
814.82,663.26,139.210826,SP
817.48,659.11,139.236514,SP
792.36,666.02,139.282167,SP
817.38,647.93,139.31211,SP
815.05,616.82,139.35061,SP
821.6,612.39,139.37453,SP
833.72,596.9,139.411573,SP
865.81,596.94,139.447628,SP
864.56,606.49,139.477194,SP
845.25,611.98,139.521578,SP
841.45,628.86,139.552022,SP
822.43,641.55,139.5818,SP
834.73,639.95,139.616993,SP
799.7,634.86,139.660208,SP
804.34,589.92,139.688151,SP
807.29,599.26,139.724733,SP
809.95,569.16,139.755577,SP
799.47,562.88,139.797973,SP
776.09,570.76,139.831453,SP
790.96,572.67,139.872353,SP
786.33,555.84,139.900749,SP
777.53,548.16,139.940839,SP
765.2,548.81,139.993829,SP
788.57,560.5,140.032451,SP
788.43,561.51,140.074012,SP
803.5,545.95,140.103718,SP
797.77,547.01,140.150572,SP
820.54,561.44,140.17473,SP
812.37,561.64,140.216532,SP
807.63,566.77,140.244214,SP
826.94,562.36,140.282392,SP
819.69,551.69,140.31136,SP
831.43,548.87,140.354655,SP
844.46,583.98,140.387678,SP
850.23,621.58,140.424008,SP
874.21,625.98,140.456182,SP
867.52,669.97,140.49521,SP
895.3,653.79,140.528505,SP
899.96,639.83,140.572226,SP
900.28,616.49,140.602469,SP
900.93,626.12,140.648837,SP
908.85,617.82,140.674098,SP
926.02,627.51,140.714341,SP
911.43,595.73,140.745167,SP
919.06,598.58,140.781935,SP
921.11,583.34,140.822936,SP
897.41,568.33,140.860923,SP
893.44,548.82,140.889904,SP
897.21,544.34,140.932045,SP
888.36,565.28,140.966581,SP
883.74,567.22,141.008073,SP
889.09,537.14,141.036629,SP
898.73,530.48,141.076492,SP
881.14,474.18,141.107015,SP
894.21,448.64,141.152089,SP
902.59,423.92,141.188283,SP
907.7,403.69,141.215778,SP
905.64,415.57,141.243573,SP
916.08,469.51,141.281125,SP
936.57,475.94,141.326892,SP
951.04,441.17,141.3579,SP
968.29,430.11,141.389379,SP
976.29,440.42,141.436567,SP
970.7,426.11,141.465616,SP
948.97,429.51,141.506648,SP
943.87,433.74,141.542662,SP
927.53,417.9,141.57451,SP
939.38,399.56,141.606968,SP
952.26,419.23,141.642471,SP
916.37,412.22,141.684493,SP
908.85,398.76,141.717769,SP
928.68,352.73,141.750697,SP
932.92,356.7,141.793456,SP
917.28,348.6,141.825332,SP
892.17,342.72,141.870382,SP
869.77,334.79,141.908171,SP
854.3,351.89,141.937382,SP
856.46,349.7,141.965323,SP
825.64,356.85,142.009528,SP
853.28,337.88,142.045244,SP
822.4,370.11,142.075446,SP
818.0,374.51,142.103608,SP
757.69,385.37,142.140256,SP
686.1,387.27,142.182861,SP
579.62,369.6,142.215005,SP
570.38,381.78,142.257314,SP
515.63,399.05,142.289124,SP
529.02,405.73,142.326268,SP
513.04,418.17,142.373882,SP
560.57,419.44,142.40237,SP
523.15,427.1,142.443335,SP
490.12,382.68,142.473587,SP
457.93,375.42,142.520146,SP
405.43,344.96,142.550722,SP
345.34,333.14,142.592765,SP
367.31,310.48,142.627845,SP
353.92,306.82,142.66975,SP
403.13,311.38,142.697657,SP
409.51,288.8,142.737631,SP
459.07,297.54,142.764924,SP
499.57,292.61,142.801644,SP
480.35,308.15,142.829577,SP
498.65,310.61,142.871874,SP
511.33,313.71,142.901869,SP
486.25,309.72,142.939231,SP
479.64,308.78,142.981642,SP
453.27,318.98,143.013188,SP
455.39,324.24,143.042836,SP
463.52,320.52,143.08153,SP
474.69,314.96,143.123774,SP
502.34,299.43,143.15111,SP
629.16,280.4,143.188007,SP
713.21,272.41,143.216536,SP
729.41,260.66,143.258107,SP
757.87,240.19,143.292656,SP
751.9,224.84,143.338611,SP
722.89,217.35,143.367992,SP
708.59,223.2,143.404247,SP
680.56,241.65,143.440873,SP
661.65,270.57,143.480969,SP
636.77,292.89,143.509333,SP
658.27,320.85,143.554358,SP
663.37,359.46,143.580406,SP
617.49,376.63,143.620928,SP
657.44,430.35,143.654278,SP
667.78,474.51,143.694933,SP
692.43,513.45,143.721249,SP
710.76,552.45,143.766676,SP
711.59,568.02,143.79504,SP
749.02,584.36,143.837019,SP
730.33,621.86,143.872301,SP
723.62,629.75,143.912626,SP
710.59,642.33,143.940824,SP
685.22,647.77,143.983189,SP
692.21,632.28,144.011145,SP
691.5,642.45,144.058809,SP
719.1,629.89,144.086526,SP
737.72,552.27,144.124122,SP
753.48,547.7,144.161976,SP
758.03,546.83,144.204534,SP
769.58,567.46,144.235102,SP
798.57,514.37,144.278493,SP
754.97,538.89,144.305569,SP
801.09,539.01,144.344699,SP
803.36,529.94,144.373883,SP
863.81,490.45,144.418481,SP
873.38,513.86,144.44973,SP
865.65,550.46,144.486128,SP
872.11,557.81,144.517828,SP
875.32,561.53,144.557285,SP
876.51,555.53,144.591206,SP
873.82,555.98,144.632717,SP
853.25,598.38,144.65788,SP
843.52,632.94,144.701767,SP
850.34,668.0,144.732749,SP
871.1,654.62,144.771605,SP
850.28,635.65,144.798106,SP
848.77,617.97,144.838646,SP
837.91,605.16,144.869789,SP
835.18,614.58,144.911231,SP
844.47,615.35,144.93747,SP
834.21,633.79,144.984651,SP
816.64,630.31,145.015241,SP
826.09,617.08,145.061674,SP
840.77,606.14,145.091604,SP
861.64,607.26,145.146324,SP
832.52,619.13,145.181387,SP
838.12,613.94,145.211778,SP
841.05,586.18,145.255636,SP
850.12,618.84,145.291805,SP
864.99,612.38,145.335168,SP
867.65,622.43,145.364725,SP
861.65,620.8,145.404015,SP
868.6,636.23,145.431876,SP
842.87,653.13,145.474805,SP
852.43,628.19,145.504782,SP
832.91,646.95,145.550258,SP
834.31,653.97,145.574037,SP
820.76,667.71,145.612577,SP
766.63,676.98,145.643668,SP
723.67,685.88,145.678601,SP
710.36,689.49,145.720356,SP
688.44,691.5,145.748604,SP
648.01,698.74,145.783357,SP
658.71,683.68,145.827647,SP
659.93,644.06,145.868155,SP
657.49,631.68,145.903373,SP
649.35,632.71,145.948525,SP
657.78,615.83,145.978005,SP
737.16,599.99,146.013561,SP
737.82,614.68,146.056089,SP
784.58,603.16,146.088089,SP
783.92,629.82,146.133622,SP
790.31,643.59,146.157965,SP
792.1,600.38,146.201494,SP
843.03,580.48,146.234928,SP
871.4,502.62,146.275308,SP
905.7,474.89,146.306837,SP
965.08,477.21,146.351001,SP
1021.61,486.92,146.375213,SP
1051.14,495.68,146.41771,SP
1090.57,488.79,146.446389,SP
1088.02,480.36,146.491549,SP
1120.97,516.04,146.526235,SP
1137.53,512.34,146.566032,SP
1162.64,532.65,146.599509,SP
1178.18,543.29,146.640038,SP
1180.36,558.09,146.67324,FIX
1212.56,520.66,146.71324,FIX
1206.55,524.65,146.744867,FIX
1203.83,508.95,146.783351,FIX
1201.13,504.88,146.819656,FIX
1178.18,498.51,146.859863,FIX
1149.12,508.52,146.898697,FIX
1127.56,505.68,146.938213,FIX
1089.12,490.69,146.970542,FIX
1057.96,468.02,147.011328,SP
1058.49,458.02,147.039561,SP
1092.57,492.8,147.077164,SP
1057.14,486.53,147.108264,SP
1066.27,512.7,147.150668,SP
1088.64,515.5,147.175513,SP
1056.86,510.73,147.220427,SP
1070.19,506.72,147.247414,SP
1073.98,510.99,147.289429,SP
1045.13,487.4,147.316339,SP
1027.67,487.17,147.354909,SP
989.6,476.14,147.389892,SP
981.65,480.42,147.432558,SP
1010.28,485.76,147.456823,SP
924.68,503.0,147.505371,SP
822.11,481.8,147.53509,SP
713.66,458.04,147.575686,SP
653.99,429.87,147.606081,SP
597.2,420.57,147.642474,SP
591.25,408.07,147.66971,SP
603.84,405.95,147.708065,SP
558.56,393.08,147.747606,SP
539.4,373.58,147.775337,SP
529.91,340.33,147.807746,SP
585.63,370.16,147.852121,SP
609.05,370.92,147.889608,SP
624.85,347.19,147.930529,SP
674.4,344.39,147.956704,SP
671.39,351.49,148.000918,SP
734.66,321.12,148.032585,SP
753.26,329.95,148.077376,SP
749.21,331.96,148.106896,SP
788.91,339.96,148.148986,SP
750.91,331.66,148.173342,SP
749.42,345.91,148.218127,SP
837.09,351.27,148.249401,SP
905.81,347.8,148.290688,SP
937.07,332.77,148.326297,SP
974.87,353.77,148.365557,SP
1013.24,375.23,148.395582,SP
1070.53,414.32,148.441353,SP
1082.23,455.31,148.476925,SP
1092.98,475.38,148.520596,SP
1107.88,465.68,148.54765,SP
1083.78,480.64,148.5901,SP
1119.0,505.84,148.614045,SP
1104.07,520.71,148.656784,SP
1111.64,496.15,148.690097,SP
1105.25,542.42,148.729929,SP
1082.21,552.05,148.757965,SP
1104.26,583.22,148.797303,SP
1107.62,612.81,148.830936,SP
1070.96,614.27,148.873125,SP
1047.12,580.77,148.904656,SP
1037.23,589.49,148.945154,SP
1025.55,603.2,148.97287,SP
995.78,613.93,149.015961,SP
1009.33,633.17,149.04967,SP
1003.51,639.33,149.091152,SP
994.26,626.34,149.116239,SP
975.9,632.5,149.1571,SP
952.79,652.7,149.194695,SP
923.89,614.5,149.241268,SP
912.9,622.62,149.277335,SP
906.65,653.89,149.318439,SP
911.6,668.74,149.350519,SP
918.43,666.52,149.391297,SP
909.9,676.5,149.418818,SP
915.18,652.19,149.460562,SP
924.06,613.72,149.487784,SP
941.34,599.74,149.532987,SP
945.91,595.16,149.560914,SP
944.56,585.66,149.605352,SP
928.28,564.76,149.639187,SP
934.68,566.3,149.679524,SP
937.09,598.62,149.707548,SP
959.52,593.16,149.742343,SP
958.01,590.56,149.770271,SP
969.14,570.53,149.812459,SP
966.55,548.45,149.843728,SP
959.36,533.78,149.879216,SP
976.81,550.25,149.909157,SP
1007.54,553.06,149.952403,SP
1002.17,549.41,149.978461,SP
1014.4,552.26,150.017533,SP
1028.72,569.78,150.048733,SP
1045.05,604.59,150.091107,SP
1047.24,605.65,150.126397,SP
1064.44,642.23,150.171251,SP
1045.43,630.23,150.211639,SP
1110.66,658.2,150.254665,SP
1165.19,692.7,150.285292,SP
1178.55,689.2,150.325462,SP
1188.28,704.99,150.357115,SP
1213.37,685.47,150.399184,SP
1221.25,683.27,150.434015,SP
1249.05,700.26,150.473989,SP
1229.54,690.52,150.499073,SP
1261.88,710.55,150.543337,SP
1259.77,704.47,150.573025,SP
1256.19,696.88,150.611565,SP
1253.3,683.65,150.647793,SP
1239.51,662.24,150.686466,SP
1239.91,675.37,150.714029,SP
1255.04,680.29,150.757185,SP
1255.29,685.49,150.785369,SP
1263.33,691.49,150.824717,SP
1274.48,688.27,150.867314,SP
1280.06,682.71,150.90394,SP
1282.11,669.01,150.941098,SP
1276.61,654.09,150.980422,SP
1311.53,667.79,151.010851,SP
1299.87,668.75,151.05249,SP
1301.43,676.25,151.076292,SP
